ID,ID_person,Model,Power,Price
4383,5577,Daewoo,494,3703403
4384,4210,Audi,207,2346031
4385,3501,Nissan,380,3342172
4386,1929,KIA,90,2391976
4387,3996,Audi,472,3040292
4388,2461,Mercedez-Benz,420,3383608
4389,443,Audi,336,2751762
4390,9014,LADA,370,1341447
4391,6793,Mercedez-Benz,341,2085546
4392,1128,Nissan,,1344540
4393,4217,Mercedez-Benz,209,643760
4394,5385,Ford,327,1756712
4395,8108,Ford,218,2799614
4396,5480,Daewoo,453,3363027
4397,3532,KIA,78,1859841
4398,3552,Infiniti,202,827955
4399,228,Audi,404,2350497
4400,5884,Mercedez-Benz,134,1557021
4401,4979,Subaru,130,363003
4402,1670,Audi,249,322159
4403,9999,Infiniti,338,1577752
4404,5117,KIA,266,3164436
4405,5968,LADA,152,3044232
4406,8040,LADA,232,1607329
4407,2220,Nissan,103,3070169
4408,544,Mercedez-Benz,230,1594939
4409,6299,BMW,301,3953473
4410,4909,Daewoo,90,2687459
4411,0,LADA,184,1899267
4412,5391,Toyota,410,2822305
4413,4192,Mercedez-Benz,,393626
4414,6755,Toyota,155,3951387
4415,8275,Subaru,113,1625017
4416,7018,Mercedez-Benz,,1790006
4417,6288,LADA,347,3229050
4418,8547,LADA,134,2145257
4419,6291,Ford,83,2289739
4420,6935,Audi,395,882482
4421,1642,LADA,256,1960735
4422,8138,Toyota,126,764958
4423,9583,Audi,165,2291630
4424,84,LADA,201,2156185
4425,4799,LADA,327,280334
4426,2070,Subaru,,2488661
4427,8288,BMW,269,3984323
4428,3101,KIA,359,3684958
4429,8902,Ford,,797759
4430,9081,Daewoo,305,2918032
4431,4963,Mercedez-Benz,162,1453387
4432,5691,BMW,,771966
4433,6453,Mercedez-Benz,468,3697393
4434,6690,Ford,192,613581
4435,608,LADA,273,1805320
4436,4220,Infiniti,255,2170035
4437,557,Infiniti,409,3811257
4438,4544,Subaru,,3571248
4439,9969,Mercedez-Benz,159,3022752
4440,8063,Infiniti,163,2989805
4441,3121,BMW,195,1187144
4442,6428,Infiniti,319,1373346
4443,9828,Nissan,250,1014586
4444,3154,Infiniti,123,3693715
4445,4564,LADA,112,3530930
4446,2975,Nissan,321,840880
4447,4971,Toyota,444,1371273
4448,7499,Ford,408,3849802
4449,3079,BMW,186,2627999
4450,6735,Ford,258,2879882
4451,8335,Ford,112,1356504
4452,8286,Nissan,124,2851601
4453,7708,Toyota,383,533099
4454,429,Subaru,285,2360754
4455,1193,Nissan,276,3847453
4456,7232,KIA,217,3977460
4457,4754,LADA,227,3181574
4458,2898,Audi,495,1449930
4459,5738,KIA,486,3168938
4460,6760,BMW,306,2197408
4461,2500,Infiniti,463,3830751
4462,584,Audi,475,2522654
4463,5528,LADA,122,2112366
4464,2171,Infiniti,108,749161
4465,6079,Toyota,411,1549828
4466,2020,BMW,345,383853
4467,9196,LADA,462,2487402
4468,6145,Subaru,216,227021
4469,1029,Infiniti,434,1229712
4470,4175,Audi,,1546908
4471,1200,Daewoo,358,2306315
4472,398,Audi,99,3716165
4473,5794,BMW,451,2757431
4474,3854,Ford,,1305219
4475,7431,Infiniti,,3621210
4476,4831,Infiniti,,3684723
4477,6402,Mercedez-Benz,,1652063
4478,7080,Mercedez-Benz,419,831429
4479,7018,Toyota,332,1825582
4480,7607,Audi,397,3911996
4481,9192,Nissan,194,3005071
4482,7148,LADA,240,3696836
4483,7223,Mercedez-Benz,223,210494
4484,6332,Audi,258,1694224
4485,2648,Infiniti,93,509194
4486,8399,KIA,384,2793175
4487,8952,Mercedez-Benz,239,761069
4488,1660,Ford,366,2103675
4489,2008,Daewoo,356,1340029
4490,5509,Audi,158,3268839
4491,4969,BMW,288,2568494
4492,67,Audi,171,2534817
4493,4027,Mercedez-Benz,205,3544098
4494,933,LADA,259,1754823
4495,2045,Ford,434,2460172
4496,5399,BMW,216,3901098
4497,835,Nissan,95,653072
4498,8521,Subaru,434,3822611
4499,5411,LADA,118,2629456
4500,8642,Nissan,143,984865
4501,5049,KIA,238,834472
4502,3755,Audi,228,1042472
4503,5173,KIA,464,2470556
4504,3572,Nissan,315,865333
4505,7728,Ford,255,3949570
4506,6446,LADA,,1424882
4507,4662,Toyota,230,1494780
4508,8832,Toyota,308,3821948
4509,8626,Mercedez-Benz,437,1536889
4510,8136,Daewoo,482,3432943
4511,8034,Infiniti,,561575
4512,7071,Subaru,211,565989
4513,2407,KIA,443,1913121
4514,2765,LADA,197,475542
4515,9539,Subaru,434,2284406
4516,5194,BMW,281,2182189
4517,5409,Toyota,,3510653
4518,107,Daewoo,99,705585
4519,5735,Ford,71,760813
4520,3500,Toyota,467,3436335
4521,3976,Nissan,391,2557218
4522,7234,Infiniti,462,638822
4523,7345,Mercedez-Benz,89,1102669
4524,2731,Infiniti,252,3822757
4525,7596,Infiniti,284,2440952
4526,3969,BMW,,3777240
4527,2326,Ford,229,2175171
4528,5003,Subaru,145,3823950
4529,3563,Toyota,458,2969803
4530,3725,Subaru,111,1540969
4531,582,KIA,409,1357326
4532,6277,Ford,164,2853125
4533,2612,Mercedez-Benz,245,2010087
4534,555,Infiniti,497,1470752
4535,7159,Audi,386,889195
4536,6059,Infiniti,259,1287830
4537,3844,Nissan,475,3620999
4538,6600,Mercedez-Benz,491,1376100
4539,4415,Mercedez-Benz,160,1926203
4540,5649,Infiniti,298,725761
4541,8753,Toyota,431,3194641
4542,3014,Ford,124,3593049
4543,4369,Subaru,207,2643546
4544,9861,Nissan,212,1512601
4545,1387,Daewoo,459,1491154
4546,7808,KIA,330,369247
4547,7589,Audi,349,753561
4548,2430,BMW,208,929366
4549,1626,Ford,157,2850449
4550,4539,Mercedez-Benz,261,3205038
4551,9035,KIA,355,360593
4552,9749,Subaru,384,202140
4553,8363,Infiniti,398,1513650
4554,5382,Infiniti,262,3685815
4555,6320,Subaru,380,1745667
4556,2277,Toyota,136,3945930
4557,4138,Infiniti,288,3991813
4558,7146,BMW,360,3916495
4559,1633,LADA,,3059676
4560,5681,Mercedez-Benz,,3261064
4561,3060,Mercedez-Benz,274,1090580
4562,3209,Infiniti,280,1419889
4563,9174,Subaru,294,3244683
4564,3118,Infiniti,184,775179
4565,4352,KIA,358,1586040
4566,176,Subaru,236,3246439
4567,6727,Mercedez-Benz,332,626044
4568,3560,Subaru,447,358641
4569,2065,Nissan,127,1654836
4570,4851,BMW,409,559942
4571,721,KIA,258,3782389
4572,8734,BMW,131,3381785
4573,6981,LADA,347,972311
4574,3125,Infiniti,378,3655153
4575,7356,Infiniti,138,2422704
4576,2987,KIA,159,2261160
4577,1491,Audi,477,3786572
4578,5744,Daewoo,375,725010
4579,419,LADA,151,2540727
4580,8792,BMW,437,2659528
4581,2717,KIA,77,1738754
4582,8146,Subaru,226,3993379
4583,7133,Mercedez-Benz,88,343454
4584,5419,Ford,,1756431
4585,7638,Ford,428,2043107
4586,751,Mercedez-Benz,419,3828887
4587,1931,Mercedez-Benz,256,3982333
4588,7324,Mercedez-Benz,,3781754
4589,6105,Daewoo,131,1569555
4590,9294,BMW,176,3513546
4591,9405,Nissan,387,371616
4592,2596,Subaru,286,2216951
4593,1484,Infiniti,,2108051
4594,3507,Infiniti,238,1889315
4595,4650,LADA,214,2415464
4596,3060,Toyota,247,2953784
4597,5196,LADA,258,405442
4598,5241,Daewoo,128,3742945
4599,1450,Subaru,224,1375299
4600,901,Toyota,386,3546122
4601,7663,Infiniti,174,1688288
4602,8821,KIA,79,1579646
4603,6949,Mercedez-Benz,171,3628925
4604,1937,Mercedez-Benz,196,319127
4605,8518,BMW,156,933484
4606,9285,Subaru,177,2567938
4607,3248,Toyota,311,459424
4608,2801,Audi,476,947661
4609,6384,LADA,,2435364
4610,4466,Nissan,494,1471002
4611,1203,LADA,420,3428735
4612,8594,KIA,336,1988385
4613,6401,Daewoo,269,3251666
4614,2306,Audi,438,3472358
4615,929,BMW,419,1038150
4616,2894,Nissan,455,2167471
4617,6925,Nissan,108,940364
4618,2512,Nissan,389,3976612
4619,6029,KIA,133,894007
4620,5448,KIA,423,3678947
4621,2086,KIA,,383733
4622,8306,KIA,433,634474
4623,1278,Infiniti,407,3654578
4624,5683,BMW,172,2111315
4625,7422,BMW,399,669298
4626,4634,Toyota,403,3661828
4627,588,Subaru,,3198380
4628,1690,Toyota,432,3810356
4629,5751,Audi,360,2274217
4630,4041,Subaru,376,1819412
4631,6196,KIA,482,1771938
4632,4290,Daewoo,393,2507333
4633,2062,KIA,454,2916617
4634,9004,Infiniti,,1443041
4635,3999,BMW,436,709573
4636,5927,KIA,,2739138
4637,5716,KIA,104,2657648
4638,6317,Audi,137,2638100
4639,1298,BMW,275,2584969
4640,1733,Mercedez-Benz,239,883763
4641,6513,Ford,187,580544
4642,751,Infiniti,283,3883673
4643,2888,BMW,,564273
4644,8953,Mercedez-Benz,485,1532848
4645,5373,BMW,415,1371511
4646,3175,BMW,274,268840
4647,7621,LADA,131,840940
4648,7541,Toyota,495,2923442
4649,6752,Subaru,,920101
4650,9164,KIA,406,3601720
4651,44,KIA,488,2809045
4652,2734,Nissan,399,1773315
4653,3490,Ford,436,2129682
4654,8720,Infiniti,190,1324888
4655,500,Infiniti,89,1784321
4656,4815,Ford,211,2771917
4657,8218,LADA,347,2159307
4658,3159,Ford,433,675340
4659,3650,KIA,94,1657287
4660,8827,BMW,161,1523805
4661,1629,Audi,312,3192655
4662,8856,Audi,244,2103206
4663,4528,Nissan,,3794188
4664,7287,Audi,404,2156335
4665,4493,Nissan,280,497276
4666,5101,KIA,494,3797113
4667,4703,Daewoo,312,2529418
4668,8629,Subaru,100,3011134
4669,1276,Nissan,225,1454784
4670,9167,Nissan,437,3372186
4671,1047,Subaru,226,681356
4672,3171,Daewoo,370,1681167
4673,2695,LADA,458,2858276
4674,124,Audi,73,351802
4675,5368,Subaru,,2193716
4676,5295,BMW,83,3803741
4677,7129,Audi,393,827718
4678,5746,Nissan,145,3224125
4679,3998,Ford,315,1080459
4680,2626,Infiniti,185,3054314
4681,3922,Audi,481,651295
4682,951,KIA,,2253596
4683,2153,Toyota,450,3672667
4684,9330,Mercedez-Benz,158,3379400
4685,2532,Audi,,2607601
4686,1757,Toyota,367,3207748
4687,6998,Daewoo,414,2550974
4688,9292,Ford,414,1188560
4689,2896,LADA,96,3778110
4690,1062,Audi,75,408069
4691,1926,Nissan,424,443457
4692,7442,Subaru,336,1542119
4693,2105,KIA,472,798907
4694,2451,Subaru,352,3986514
4695,1228,Toyota,484,2392809
4696,6137,Toyota,494,2628644
4697,6021,Subaru,263,671163
4698,276,Infiniti,,2522208
4699,9673,BMW,281,685280
4700,3621,BMW,368,3969040
4701,4742,BMW,91,725188
4702,23,LADA,492,3361131
4703,5525,Toyota,409,2618346
4704,6727,Ford,466,3122208
4705,1995,Ford,194,769579
4706,5614,LADA,443,3510823
4707,6998,Subaru,93,2264240
4708,1425,Subaru,354,3038880
4709,488,LADA,166,1538850
4710,5342,KIA,250,941253
4711,1175,Infiniti,450,2993093
4712,8555,KIA,117,3958598
4713,6140,Toyota,167,222557
4714,9740,Infiniti,229,2502947
4715,184,Mercedez-Benz,94,822569
4716,5698,Mercedez-Benz,436,2480732
4717,2338,Subaru,105,1933720
4718,7392,LADA,489,3231262
4719,5894,BMW,465,2633834
4720,5667,BMW,439,1570177
4721,1109,Toyota,299,941400
4722,2879,Toyota,476,571348
4723,8276,Nissan,,1921036
4724,7573,KIA,259,509090
4725,7384,Mercedez-Benz,419,899810
4726,9172,Infiniti,303,2623108
4727,6215,Subaru,232,3358267
4728,4261,KIA,376,687369
4729,9455,Subaru,479,2838975
4730,6432,Mercedez-Benz,380,2597470
4731,9372,Audi,96,3071686
4732,3002,Daewoo,313,2132080
4733,5052,Ford,130,1462660
4734,8643,Daewoo,298,3563417
4735,6728,Mercedez-Benz,114,1073494
4736,214,Subaru,252,3729316
4737,5279,Daewoo,170,929929
4738,6590,KIA,229,2969205
4739,7097,Nissan,,3712611
4740,4332,KIA,168,2519394
4741,4335,Toyota,235,1321000
4742,7963,Toyota,158,3866635
4743,5606,Daewoo,225,625039
4744,2050,Mercedez-Benz,379,1519925
4745,6540,Nissan,114,3009435
4746,9987,Audi,354,1720662
4747,7582,Mercedez-Benz,,1746051
4748,3643,KIA,417,233415
4749,9739,Toyota,202,689773
4750,5906,Audi,385,3501948
4751,6487,Toyota,409,1096118
4752,3020,BMW,197,2580849
4753,4561,BMW,105,1142398
4754,4135,Ford,312,1565282
4755,102,Toyota,,2886186
4756,1500,Audi,,1604306
4757,3014,Daewoo,,1746880
4758,7120,KIA,199,1137644
4759,6557,Toyota,464,329378
4760,3046,Ford,228,3671391
4761,6899,Ford,487,3075330
4762,2786,Daewoo,92,692122
4763,4519,Daewoo,192,1542790
4764,7830,LADA,134,3240879
4765,8299,LADA,261,903090
4766,8166,LADA,394,3541514
4767,4474,Daewoo,291,212274
4768,4695,Mercedez-Benz,201,3662136
4769,303,Audi,300,658529
4770,6719,Daewoo,497,2415559
4771,4414,LADA,76,3165639
4772,842,LADA,77,892287
4773,8560,LADA,204,3424674
4774,9898,Subaru,,2133247
4775,7222,Infiniti,476,3833670
4776,8296,Audi,323,3740846
4777,5346,Daewoo,123,1600449
4778,2817,Audi,447,2899462
4779,5630,Nissan,112,2007005
4780,7501,Toyota,170,3609539
4781,3411,BMW,386,2241793
4782,5176,Subaru,82,3321069
4783,2812,LADA,256,284204
4784,2340,Mercedez-Benz,99,793457
4785,3591,Infiniti,420,2481922
4786,2959,Ford,190,1775801
4787,1832,Ford,439,2171187
4788,7144,Daewoo,452,534460
4789,733,BMW,302,3819616
4790,5970,Infiniti,290,2696997
4791,6815,Daewoo,398,1714164
4792,9889,Daewoo,88,3842026
4793,8333,Mercedez-Benz,389,3538294
4794,6742,KIA,370,901779
4795,6305,Mercedez-Benz,342,3283297
4796,5820,LADA,,3309389
4797,4671,Subaru,394,3424849
4798,4237,Toyota,83,2365023
4799,601,BMW,169,1083492
4800,5145,LADA,457,901912
4801,6686,Infiniti,375,2065674
4802,9823,Subaru,449,1650344
4803,2128,LADA,400,876852
4804,3933,Nissan,146,3907819
4805,9902,Infiniti,346,3266247
4806,2459,Subaru,347,2777929
4807,6449,BMW,359,1346172
4808,5424,LADA,181,3878156
4809,7317,Subaru,108,348586
4810,3410,Mercedez-Benz,314,1357836
4811,6440,Mercedez-Benz,147,3656291
4812,6063,LADA,477,1703363
4813,3704,KIA,435,2663955
4814,7705,Daewoo,427,1986639
4815,5623,Subaru,483,1901490
4816,2771,Nissan,464,3293099
4817,5778,Mercedez-Benz,488,2288719
4818,5249,Ford,,2460614
4819,2272,Mercedez-Benz,285,2555839
4820,2586,Audi,382,247136
4821,551,Audi,215,1098504
4822,735,Ford,89,3314386
4823,3645,Infiniti,79,810392
4824,7189,Ford,,3780873
4825,8398,KIA,439,2286583
4826,8819,Subaru,300,2420012
4827,995,Nissan,234,1157917
4828,2324,Subaru,133,1472080
4829,4578,Toyota,383,3934321
4830,5006,Ford,90,3303176
4831,9037,Audi,,2508380
4832,8604,Nissan,76,200513
4833,2376,Subaru,97,1569640
4834,4926,BMW,336,2420396
4835,8133,Mercedez-Benz,459,1788105
4836,8551,Daewoo,101,2841811
4837,6358,Audi,150,3799105
4838,993,LADA,179,3764012
4839,1710,Infiniti,128,2249944
4840,5430,KIA,,3338733
4841,2060,Mercedez-Benz,406,1918789
4842,9706,LADA,232,1688047
4843,4809,Ford,434,2816504
4844,7249,Audi,89,1591684
4845,1974,Mercedez-Benz,222,513397
4846,1598,LADA,154,1615700
4847,6254,Infiniti,257,1024089
4848,210,Ford,85,2994579
4849,4521,Subaru,225,1650858
4850,9729,Mercedez-Benz,110,511405
4851,4679,Subaru,365,2155775
4852,4461,Ford,463,3747918
4853,8156,Daewoo,320,2862653
4854,7427,Infiniti,71,1763579
4855,9348,Infiniti,124,1041530
4856,1017,BMW,379,2865672
4857,5432,Infiniti,446,2010078
4858,6194,Nissan,98,2460901
4859,141,Subaru,281,3855504
4860,9605,Subaru,423,3445011
4861,994,Mercedez-Benz,,1270014
4862,5867,Subaru,190,564543
4863,6297,Toyota,415,378428
4864,932,KIA,432,3457494
4865,2436,Ford,310,2586437
4866,6977,Mercedez-Benz,143,2417339
4867,455,Ford,389,1130637
4868,1696,Nissan,316,1046893
4869,786,Subaru,382,1100415
4870,3670,Subaru,144,1554297
4871,2633,Toyota,395,1646818
4872,5905,Nissan,152,1866198
4873,9567,Subaru,450,3707931
4874,5106,Ford,,3318164
4875,8398,Nissan,296,3318198
4876,6760,Audi,177,3933085
4877,6369,Ford,480,1969246
4878,3626,Nissan,484,553406
4879,3747,Toyota,405,3208840
4880,1520,Nissan,110,2912514
4881,6978,Nissan,217,2794247
4882,4050,Subaru,316,1907894
4883,4634,Nissan,122,2825658
4884,7800,Ford,141,2301479
4885,4515,KIA,368,3176962
4886,1488,BMW,280,2283018
4887,6045,LADA,471,496000
4888,8536,Toyota,242,2957803
4889,1866,Audi,72,878190
4890,7370,Infiniti,258,1483280
4891,7092,Ford,336,3934367
4892,2196,LADA,194,3868960
4893,5571,Infiniti,467,1627960
4894,6959,Infiniti,285,1340204
4895,9989,Ford,472,1556523
4896,3651,Nissan,436,842273
4897,6728,Infiniti,109,3958068
4898,6359,Nissan,361,3340934
4899,7251,LADA,403,1693168
4900,5144,BMW,440,3357359
4901,2445,Mercedez-Benz,175,308640
4902,3067,LADA,396,1371806
4903,6681,LADA,,2452375
4904,4104,Audi,359,3210504
4905,7117,Subaru,484,1948099
4906,567,Ford,473,1470771
4907,6958,Nissan,283,689082
4908,3625,Ford,172,1597354
4909,5521,Audi,135,1342928
4910,8432,LADA,148,2458203
4911,1270,Subaru,321,560666
4912,1422,Audi,472,2330314
4913,8024,Nissan,278,585112
4914,1448,Subaru,193,2776169
4915,852,Infiniti,296,1034427
4916,4188,Toyota,239,2623355
4917,7220,Audi,423,2308412
4918,2878,KIA,136,2287931
4919,5356,Audi,,689440
4920,1468,Infiniti,169,3041912
4921,1162,Audi,317,3421814
4922,7351,Audi,298,2493302
4923,4049,Subaru,316,2967254
4924,4962,Infiniti,373,1437571
4925,4655,Daewoo,409,821433
4926,796,Toyota,149,975674
4927,9637,Ford,78,3549993
4928,6772,Infiniti,88,3106220
4929,8878,Daewoo,202,967440
4930,4054,KIA,319,3672660
4931,9912,KIA,344,2804531
4932,2327,BMW,378,1402204
4933,881,Ford,207,471663
4934,9074,Ford,209,3067599
4935,9013,Nissan,382,1358395
4936,961,Daewoo,271,3073458
4937,5991,BMW,,855679
4938,1803,Ford,420,522844
4939,6247,Mercedez-Benz,,269555
4940,5070,LADA,335,3368616
4941,9506,KIA,186,2382295
4942,6391,Nissan,142,1047059
4943,7499,Subaru,113,3242197
4944,4173,Audi,387,1114240
4945,6710,Infiniti,233,3850971
4946,1485,Ford,,3324534
4947,3246,Nissan,,1106293
4948,9456,KIA,101,3975733
4949,2941,Infiniti,352,1633023
4950,2884,KIA,170,2812705
4951,877,Subaru,346,917405
4952,235,Daewoo,274,1798094
4953,5836,Daewoo,,755412
4954,7561,Subaru,255,1156751
4955,6667,Mercedez-Benz,476,2917638
4956,9811,LADA,227,246639
4957,4438,Toyota,446,1195771
4958,7690,Nissan,404,1194074
4959,571,Nissan,164,3268828
4960,647,Subaru,302,1451878
4961,2204,BMW,219,2776637
4962,9251,Daewoo,410,283856
4963,3965,Infiniti,112,545151
4964,9584,Audi,271,1693240
4965,1116,Toyota,,2092879
4966,3335,KIA,368,1481251
4967,1986,Subaru,127,2720622
4968,6605,Audi,130,3931610
4969,480,KIA,275,3064609
4970,4611,Ford,287,1709147
4971,2578,Infiniti,492,3254875
4972,6053,Daewoo,,1378731
4973,2924,Ford,387,1239115
4974,6344,Ford,431,223429
4975,6527,Nissan,131,1909147
4976,4638,Audi,281,2475851
4977,3444,Nissan,,3448576
4978,7594,Toyota,306,1394465
4979,5827,Infiniti,361,3034659
4980,5748,Nissan,302,986690
4981,9400,LADA,206,3527624
4982,5678,Mercedez-Benz,242,1547147
4983,8476,Subaru,387,3797239
4984,3790,Daewoo,105,1585903
4985,9257,Mercedez-Benz,215,2179212
4986,905,Subaru,194,2263981
4987,6596,Nissan,411,2276217
4988,3378,KIA,404,2814439
4989,2801,Subaru,297,1785341
4990,3845,Daewoo,470,949458
4991,9945,Subaru,255,2692824
4992,975,Daewoo,409,1841932
4993,5544,Ford,95,324351
4994,6808,Ford,,1264775
4995,159,LADA,333,894551
4996,405,KIA,270,1308998
4997,1663,Audi,154,1023936
4998,4024,Subaru,389,2673115
4999,8689,Subaru,448,2575354
5000,7115,LADA,208,2007092
5001,5191,Ford,446,2506711
5002,603,Daewoo,471,1848759
5003,1817,Infiniti,284,1717196
5004,8002,Infiniti,461,2703106
5005,940,Ford,440,3056382
5006,6098,LADA,423,3259520
5007,9551,Nissan,116,948020
5008,8462,Toyota,124,1189888
5009,6945,Nissan,388,1163399
5010,7490,Ford,223,3921192
5011,9328,BMW,275,3724791
5012,6230,KIA,290,1652934
5013,6193,Nissan,214,2725517
5014,1224,Audi,129,3634932
5015,8272,LADA,147,2598807
5016,7710,Toyota,219,1695948
5017,109,BMW,409,1183063
5018,5555,Mercedez-Benz,346,3536139
5019,8402,Infiniti,397,1330069
5020,9359,Nissan,230,2310852
5021,7295,Nissan,423,2227784
5022,6099,LADA,240,361020
5023,4270,BMW,,711543
5024,2015,Mercedez-Benz,223,1829227
5025,8020,Audi,415,1308294
5026,2474,BMW,221,1013626
5027,5139,KIA,369,804222
5028,7001,Toyota,91,3715898
5029,8151,Daewoo,325,3114968
5030,9668,KIA,398,2999244
5031,9208,Audi,346,513887
5032,1524,Mercedez-Benz,379,2614819
5033,824,KIA,434,2400423
5034,6504,Mercedez-Benz,174,2857095
5035,8658,Infiniti,152,3984687
5036,1449,BMW,92,3682448
5037,260,KIA,120,1367960
5038,5192,KIA,,2971774
5039,771,KIA,158,2931641
5040,916,Toyota,254,2537947
5041,4998,Infiniti,174,3716873
5042,2834,Daewoo,499,2448336
5043,714,Mercedez-Benz,235,1972660
5044,2340,KIA,145,1463408
5045,7806,BMW,112,1343738
5046,5963,KIA,431,2327214
5047,3079,Nissan,499,1764991
5048,8509,BMW,176,305505
5049,5847,BMW,94,784365
5050,6888,Subaru,296,1167030
5051,986,Daewoo,142,3465760
5052,2402,Subaru,352,3877802
5053,654,Infiniti,138,999037
5054,7841,Subaru,221,2009074
5055,6144,Audi,225,3797542
5056,1198,Infiniti,397,2431118
5057,1612,Toyota,,1938885
5058,8261,Daewoo,499,507109
5059,7814,BMW,424,2958865
5060,1066,Audi,463,1134233
5061,6190,KIA,114,3259552
5062,8103,BMW,72,2348925
5063,6922,Audi,264,3330686
5064,2831,LADA,362,2038629
5065,8385,KIA,248,487850
5066,7531,Nissan,245,1608578
5067,16,Toyota,239,1546788
5068,6938,Toyota,301,1562561
5069,3665,Toyota,84,2354833
5070,3699,KIA,303,208595
5071,2829,Daewoo,203,958107
5072,7731,Toyota,486,963199
5073,4090,Toyota,306,928784
5074,6914,Audi,77,828091
5075,2805,Ford,261,3751060
5076,8535,Audi,470,1486886
5077,973,Toyota,377,3768986
5078,4358,Toyota,422,1479412
5079,5631,Nissan,465,894870
5080,7275,Subaru,238,1073500
5081,1001,LADA,270,1488697
5082,1253,Ford,,3658879
5083,2684,LADA,487,3625292
5084,9695,Nissan,307,1935721
5085,5496,Nissan,424,2354544
5086,5453,Daewoo,163,1403944
5087,7795,Ford,316,3157056
5088,595,Subaru,216,968469
5089,8753,KIA,206,3349179
5090,5272,Mercedez-Benz,369,493959
5091,1469,Ford,219,1851245
5092,4922,Audi,104,2442573
5093,5333,Infiniti,316,2377672
5094,9326,Audi,121,1109799
5095,400,Daewoo,232,3492576
5096,8022,Infiniti,,2530023
5097,4768,Audi,,788827
5098,286,Audi,185,1654179
5099,1689,Subaru,443,2231449
5100,9012,Audi,441,2489297
5101,2052,Ford,101,1870604
5102,4277,Toyota,231,2706460
5103,1735,Infiniti,228,3581177
5104,9853,LADA,269,1219684
5105,5733,LADA,299,3652054
5106,8734,Mercedez-Benz,373,2650546
5107,5014,BMW,,2521695
5108,2268,KIA,205,3363766
5109,2354,Mercedez-Benz,265,795559
5110,3588,BMW,,2242032
5111,9547,BMW,352,2469538
5112,1849,Mercedez-Benz,436,3387668
5113,1430,Daewoo,140,3297083
5114,8425,Mercedez-Benz,358,393330
5115,941,Subaru,,861918
5116,6336,Audi,381,1286635
5117,5713,Daewoo,133,2037667
5118,9790,Mercedez-Benz,192,2639592
5119,9946,Nissan,417,3474661
5120,8588,Ford,,934448
5121,8424,Subaru,,2273771
5122,8567,Subaru,384,3330621
5123,5632,KIA,207,2049092
5124,6658,Audi,75,1122590
5125,4109,Infiniti,,1225283
5126,6785,KIA,342,1394843
5127,1147,Mercedez-Benz,88,675904
5128,8301,Subaru,125,1905838
5129,1478,BMW,183,2799683
5130,4012,Subaru,473,634221
5131,4830,Infiniti,243,852173
5132,9957,LADA,361,223854
5133,914,Nissan,,1594714
5134,5710,Infiniti,125,1592984
5135,7423,Ford,128,2761875
5136,1101,LADA,128,1102331
5137,7668,Infiniti,300,2372040
5138,454,Subaru,465,328745
5139,5208,Nissan,,801833
5140,1915,Nissan,371,2038607
5141,3540,Ford,169,2326242
5142,8170,Infiniti,,3282321
5143,434,LADA,215,1188733
5144,8694,Daewoo,451,2081441
5145,4108,Subaru,95,284552
5146,2648,Mercedez-Benz,,2885031
5147,3323,LADA,494,662511
5148,1094,Mercedez-Benz,115,1617654
5149,8480,Daewoo,175,870158
5150,3768,Toyota,365,3738845
5151,4097,Toyota,247,3366420
5152,2162,Toyota,114,772103
5153,7031,Subaru,76,226933
5154,7626,Daewoo,216,1308032
5155,2380,Ford,151,1523718
5156,5067,Nissan,308,2394694
5157,519,Mercedez-Benz,382,1667686
5158,1730,LADA,462,2687888
5159,7986,BMW,218,956394
5160,1858,BMW,434,717797
5161,3734,LADA,439,1655272
5162,1889,Daewoo,243,3482937
5163,8092,Subaru,228,1124543
5164,5282,Subaru,482,366116
5165,4929,Toyota,336,2867840
5166,7436,Ford,459,2790976
5167,2431,Audi,304,2976573
5168,3003,Mercedez-Benz,,1153944
5169,1388,LADA,499,2408271
5170,8194,LADA,241,1175820
5171,9177,BMW,387,2080938
5172,9428,BMW,464,3707394
5173,1541,Audi,369,900784
5174,672,KIA,428,2970654
5175,9699,LADA,469,2321715
5176,1147,Audi,117,1256379
5177,8074,Ford,,258310
5178,1293,KIA,406,298553
5179,8624,Nissan,495,381673
5180,5029,Nissan,497,242514
5181,9310,Daewoo,383,3024503
5182,7860,KIA,316,3999527
5183,6276,KIA,82,1031787
5184,575,BMW,216,2074351
5185,9099,Mercedez-Benz,411,2927112
5186,2500,Audi,173,2624053
5187,508,LADA,,260800
5188,714,Ford,,3942843
5189,2400,Nissan,450,2077566
5190,4063,Daewoo,422,3568426
5191,3761,Mercedez-Benz,75,3343454
5192,4161,BMW,348,1073873
5193,5193,KIA,276,1103633
5194,4638,Daewoo,274,3261846
5195,7051,LADA,431,2648513
5196,3498,BMW,369,1357326
5197,2330,Nissan,136,510021
5198,8519,Infiniti,406,496613
5199,9883,Nissan,487,3879951
5200,4505,KIA,93,2033162
5201,4259,Daewoo,473,1547343
5202,8644,Mercedez-Benz,121,2320449
5203,3438,LADA,401,1988438
5204,8676,BMW,398,1762438
5205,7421,Subaru,,623181
5206,3858,Audi,265,1983744
5207,9352,Toyota,181,1745935
5208,9658,Nissan,201,2357028
5209,1313,Infiniti,211,2012452
5210,6952,Ford,118,2795757
5211,8673,Daewoo,318,3728062
5212,703,Mercedez-Benz,372,2168400
5213,9614,Audi,445,1418906
5214,989,Toyota,452,1416406
5215,6169,Subaru,292,2227184
